Name	Probability	Cycle	Input_1	Input_2	Input_3	Input_4	Input_5	Output
Test387	0.564423675	5	1 1 1 0 0	0 0 1 0 1	1 1 1 0 0	1 1 1 1 0	1 0 0 1 1	0 1 0 0 0
Test388	0.396310175	5	1 0 0 1 0	0 0 0 0 0	1 1 0 0 1	0 1 1 1 0	1 1 0 1 1	1 1 1 1 0
Test389	0.016042453	5	1 1 0 1 1	0 1 0 1 0	0 1 0 1 1	1 1 1 1 0	1 1 0 1 0	1 1 1 1 0
Test390	0.979768614	5	1 1 0 1 0	0 0 0 1 1	0 1 0 0 1	0 1 1 0 1	1 0 1 1 1	0 1 0 1 0
Test391	0.555609277	5	0 1 0 0 0	0 0 1 0 1	0 1 1 0 1	1 1 1 0 0	0 0 0 1 1	1 1 1 1 1
Test392	0.440210245	5	0 1 1 0 0	0 1 0 1 0	1 1 0 0 1	1 0 0 1 0	0 1 0 0 1	0 0 1 0 0
Test393	0.786977172	5	1 1 0 0 0	0 0 1 0 1	0 0 0 1 1	0 0 1 0 0	1 1 0 0 1	0 0 0 1 1
Test394	0.967726587	5	1 0 0 1 0	1 0 1 1 1	0 0 1 0 0	0 0 1 1 1	0 0 0 1 1	0 0 1 0 1
Test395	0.887661342	5	1 0 1 1 1	0 0 0 0 0	1 1 1 1 1	1 0 1 0 1	1 0 0 0 0	0 1 1 0 1
Test396	0.024389168	5	0 0 0 1 1	1 1 0 0 1	1 0 0 1 0	1 0 0 1 0	0 0 0 1 1	1 1 0 0 1
Test397	0.84681347	5	1 1 1 0 1	1 0 0 1 1	1 1 0 1 1	1 0 0 1 1	1 0 0 0 0	1 0 1 1 0
Test398	0.094781751	5	0 1 1 0 1	1 0 1 0 0	1 1 0 0 0	0 1 0 1 1	1 0 1 0 1	1 1 1 1 1
Test399	0.939682531	5	1 0 1 1 1	0 0 1 1 1	1 1 1 1 1	1 1 1 0 0	1 0 0 0 0	0 0 0 1 1
Test400	0.482190651	5	1 0 1 0 1	1 1 1 1 1	0 0 1 0 0	0 0 0 0 1	1 0 1 1 1	1 1 0 0 0
Test401	0.898789531	5	1 1 1 0 1	1 1 1 0 1	0 0 1 0 1	1 1 1 0 0	1 0 0 0 0	0 1 0 0 1
Test402	0.111352102	5	0 1 0 1 1	1 1 0 1 1	0 0 0 0 0	0 0 0 1 0	0 0 1 0 0	1 0 1 1 0
Test403	0.379576663	5	0 1 1 1 0	1 0 0 0 0	1 0 1 1 1	1 1 1 1 0	1 1 0 1 1	0 1 1 0 0
Test404	0.798271087	5	0 1 1 1 0	0 1 0 1 1	1 0 1 0 0	0 1 0 1 1	0 0 1 0 1	1 1 1 1 1
Test405	0.7946007	5	0 0 1 0 0	0 1 0 0 1	1 1 0 1 0	0 1 0 0 1	0 0 1 0 0	1 1 0 1 0
Test406	0.439443742	5	1 0 0 1 1	1 1 1 0 0	0 0 1 1 0	0 1 1 0 0	0 0 0 1 0	0 0 1 1 1
Test407	0.56265639	5	0 1 1 0 0	1 1 0 0 1	1 0 1 0 1	0 0 1 0 0	1 1 1 0 0	1 1 0 0 0
Test408	0.168941976	5	1 0 0 1 0	0 1 1 1 0	0 0 0 1 1	0 1 0 0 1	1 0 0 1 1	0 0 1 0 1
Test409	0.71182136	5	1 1 1 0 1	0 0 1 1 0	0 0 0 0 1	1 1 1 0 1	1 1 1 1 0	1 1 0 0 1
Test410	0.301289744	5	1 1 1 1 1	1 1 0 0 1	1 0 1 1 0	0 0 1 0 0	0 0 1 1 0	1 0 0 1 0
Test411	0.189763908	5	0 1 0 0 0	1 0 0 0 1	0 1 1 1 0	0 1 0 1 0	1 0 1 1 1	0 1 0 1 0
Test412	0.489180992	5	0 1 1 1 1	1 1 0 0 0	1 0 1 0 1	0 1 1 0 1	1 1 0 1 0	1 0 1 0 1
Test413	0.428280461	5	0 0 1 0 1	0 0 1 0 1	0 0 1 1 1	0 0 0 1 0	1 0 0 0 0	1 0 1 0 1
Test414	0.688740487	5	1 1 1 0 1	0 1 0 1 1	1 1 1 1 1	1 1 0 0 1	0 1 0 0 1	1 1 0 0 1
Test415	0.84754749	5	0 1 0 1 1	0 0 0 1 0	0 0 1 0 1	1 0 1 1 1	1 0 1 1 0	0 1 1 0 1
Test416	0.123441411	5	0 0 1 0 1	0 0 1 0 1	1 0 0 1 0	0 0 1 1 1	0 1 0 0 1	1 1 1 0 0
Test417	0.370308412	5	0 1 0 1 0	1 1 0 1 0	0 1 1 0 0	0 1 1 1 0	0 0 1 1 1	1 0 1 0 1
Test418	0.846463029	5	1 1 0 0 1	1 0 1 1 0	1 1 1 0 1	1 0 1 1 0	1 1 0 1 1	1 1 1 1 1
Test419	0.840017551	5	0 0 0 1 1	1 0 1 1 0	0 0 1 0 0	0 1 1 0 0	0 1 0 0 0	1 0 1 0 1
Test420	0.866317702	5	0 1 0 1 1	0 1 1 0 1	1 0 0 0 1	1 1 1 0 0	0 1 0 1 0	0 0 0 0 1
Test421	0.679205534	5	0 0 0 0 0	1 1 0 1 0	1 1 1 0 0	1 0 0 1 1	0 0 0 1 0	1 0 1 1 1
Test422	0.965784611	5	0 0 1 1 0	1 0 0 0 0	1 1 0 1 1	1 1 1 0 1	1 1 1 1 1	0 1 1 1 1
Test423	0.448971354	5	1 0 1 1 0	0 0 1 1 0	1 1 0 0 0	0 1 0 0 0	1 0 1 1 1	1 0 1 1 1
Test424	0.473328611	5	1 0 1 0 0	0 1 1 1 0	0 1 0 0 0	0 1 0 0 1	0 0 1 1 0	1 1 1 0 1
Test425	0.455580107	5	0 1 1 0 1	0 0 0 1 0	0 1 1 1 1	1 1 1 1 1	1 1 0 0 0	0 0 1 1 1
Test426	0.663844759	5	0 1 1 0 1	0 1 0 0 1	0 0 1 1 0	1 0 0 0 1	0 1 1 0 1	1 1 1 1 0
Test427	0.303826207	5	0 0 1 1 0	1 1 0 0 1	1 0 0 0 1	1 0 1 0 1	0 1 1 0 0	1 0 1 1 1
Test428	0.101651505	5	1 0 0 1 0	1 1 0 1 1	1 1 1 0 0	0 0 1 0 1	1 0 1 1 0	0 0 1 1 0
Test429	0.961335242	5	0 1 1 0 1	0 1 0 0 0	1 0 0 1 0	0 1 1 1 1	1 0 1 0 0	0 1 1 0 0
Test430	0.799426968	5	1 0 0 1 0	1 0 0 1 0	0 1 1 1 0	1 1 0 0 0	0 1 0 0 1	1 1 1 1 1
Test431	0.473449599	5	0 0 1 0 1	0 1 0 0 1	1 1 1 0 0	1 0 0 1 0	0 0 0 0 1	0 0 0 1 1
Test432	0.528954198	5	1 1 0 1 0	1 0 1 1 1	0 1 1 1 1	0 0 1 1 0	1 1 0 0 0	1 1 1 0 0
Test433	0.857421612	5	1 1 1 1 0	1 1 1 0 0	1 1 0 0 1	0 1 0 1 1	1 0 1 1 0	0 0 1 1 0
Test434	0.957576478	5	0 0 0 0 0	0 1 0 0 0	1 0 1 1 0	0 0 0 1 0	1 1 0 1 1	0 0 1 1 1
Test435	0.123779951	5	0 1 1 1 0	0 1 1 0 0	1 1 1 0 1	0 0 0 1 0	0 1 1 1 0	1 0 0 1 1
Test436	0.808220896	5	1 1 0 1 1	0 0 1 1 1	1 0 0 0 0	1 0 0 1 0	0 0 0 1 1	1 1 1 0 1
Test437	0.072085441	5	0 0 0 1 1	1 1 0 1 1	1 1 0 0 1	1 1 1 0 0	1 1 1 0 1	0 0 0 0 0
Test438	0.039887593	5	0 0 0 0 1	1 1 1 1 0	0 0 1 1 0	0 1 1 0 1	0 1 1 0 1	1 1 0 0 1
Test439	0.191654938	5	1 1 0 1 1	0 0 1 1 1	1 1 0 0 0	0 1 1 1 1	0 0 1 1 1	0 1 1 0 0
Test440	0.711293594	5	0 0 1 1 0	1 1 0 1 0	1 0 0 1 0	1 1 1 1 1	1 1 0 1 0	0 1 0 1 1
Test441	0.340675998	5	0 1 1 1 1	1 0 1 1 0	1 0 0 0 0	0 0 0 0 0	0 0 0 1 0	0 1 0 1 1
Test442	0.445739953	5	0 0 1 1 0	0 1 0 0 1	0 0 0 1 1	0 1 0 1 1	0 0 0 1 1	0 0 1 0 0
Test443	0.453124018	5	0 1 1 0 0	0 1 1 1 1	1 1 1 1 0	1 0 1 0 0	0 0 1 1 1	0 1 1 1 0
Test444	0.699805396	5	0 0 1 1 1	1 0 1 0 0	0 1 0 0 0	1 1 0 0 0	1 0 1 1 1	1 0 1 0 0
Test445	0.081470611	5	0 0 0 0 1	1 0 1 1 1	1 1 1 1 1	1 0 0 1 1	0 0 1 1 0	1 1 1 0 0
Test446	0.404405648	5	1 0 1 0 0	0 1 1 1 1	1 0 0 0 0	1 1 1 0 0	1 1 1 0 1	0 1 0 1 0
Test447	0.351661667	5	1 1 1 1 1	0 0 1 0 0	0 1 0 1 0	0 0 1 0 0	0 1 1 1 0	1 1 0 1 1
Test448	0.044923859	5	0 1 0 1 1	0 1 0 1 1	1 1 0 0 0	1 0 1 1 0	0 0 0 0 1	0 1 1 1 1
Test449	0.226962662	5	0 0 0 1 1	0 1 0 0 0	1 0 1 1 1	0 0 1 0 1	1 0 0 1 1	0 1 0 1 0
Test450	0.261145337	5	1 1 0 0 1	0 1 1 0 1	1 0 0 0 1	0 1 1 0 1	0 1 1 1 0	0 0 1 1 0
Test451	0.906625162	5	0 0 0 0 0	1 0 0 1 1	0 1 0 0 0	0 1 1 0 1	1 1 0 1 0	0 1 1 0 0
Test452	0.056540017	5	0 1 0 0 0	0 1 0 1 0	0 0 1 1 0	1 0 1 1 1	0 1 0 0 1	1 1 0 1 0
Test453	0.320377505	5	1 0 1 0 0	0 1 1 0 1	1 1 1 1 1	0 0 0 0 0	1 0 0 0 1	1 0 1 1 1
Test454	0.389119379	5	1 0 0 1 1	1 1 1 0 0	0 0 0 1 1	0 0 0 0 1	0 0 0 1 0	0 1 1 1 1
Test455	0.589859139	5	0 1 1 0 1	0 1 0 0 1	0 1 1 1 1	0 0 1 1 0	0 1 0 1 0	0 0 1 1 1
Test456	0.096828745	5	1 0 1 1 0	1 1 0 1 0	1 0 1 0 0	0 1 1 0 0	0 0 1 0 1	1 0 0 0 1
Test457	0.109538767	5	0 0 0 1 0	0 0 1 0 0	0 0 0 0 0	0 1 1 0 1	0 1 1 1 1	0 0 1 0 0
Test458	0.731474868	5	0 0 0 0 1	1 0 0 0 0	1 0 1 1 1	0 0 0 0 0	0 1 1 1 1	0 1 0 0 1
Test459	0.687633119	5	0 0 1 0 1	0 1 0 1 1	0 0 0 1 1	1 1 0 0 0	0 1 0 0 1	1 1 1 0 0
Test460	0.588380524	5	1 0 1 1 0	1 0 1 0 1	0 0 1 0 0	1 1 1 1 0	0 1 1 0 0	1 0 1 0 1
Test461	0.671990319	5	0 0 0 0 0	1 1 1 0 0	1 1 1 1 1	0 0 1 1 0	0 0 1 0 0	0 0 0 0 1
Test462	0.141898032	5	1 0 0 1 0	0 0 0 0 1	0 1 0 0 1	0 1 0 1 1	0 0 1 1 0	1 0 1 1 1
Test463	0.01036423	5	1 0 0 1 1	0 0 0 1 0	0 0 1 0 1	1 1 1 1 1	0 1 0 1 1	0 0 0 0 0
Test464	0.464979519	5	1 0 1 0 0	1 1 1 1 1	1 1 0 1 0	1 1 0 1 1	1 1 1 0 1	1 0 1 1 1
Test465	0.521899124	5	1 1 0 0 0	1 1 0 0 1	0 0 1 1 1	1 0 1 1 1	0 0 0 1 1	1 0 0 1 0
Test466	0.712664828	5	1 0 0 0 0	1 1 0 0 0	0 0 1 0 0	0 0 0 1 1	0 0 0 0 0	0 1 1 1 1
Test467	0.113753814	5	0 0 0 1 0	0 1 0 1 0	1 0 1 1 1	0 0 0 0 1	0 0 0 1 1	1 1 1 0 1
Test468	0.194255875	5	0 0 1 1 0	0 1 0 1 0	0 1 1 1 1	1 1 0 0 0	0 0 0 1 0	1 1 0 0 1
Test469	0.235603155	5	1 1 1 1 1	0 1 1 1 1	1 1 0 1 1	1 0 1 0 1	1 0 1 1 0	0 1 0 0 0
Test470	0.828822534	5	1 1 1 1 0	0 0 0 0 1	0 1 1 1 0	1 1 0 0 1	1 0 1 1 1	1 1 1 1 1
Test471	0.662303111	5	0 0 1 0 1	1 1 0 1 1	0 0 1 0 1	1 1 0 0 1	1 0 1 1 1	1 0 1 0 1
Test472	0.065230097	5	1 0 1 0 0	1 0 0 1 1	1 0 1 0 0	0 1 1 1 0	0 1 1 0 0	1 0 0 0 1
Test473	0.334131614	5	1 1 1 1 0	1 0 1 1 1	1 1 1 1 0	1 1 1 0 1	0 1 1 0 1	0 0 1 1 1
Test474	0.689614026	5	1 0 0 0 0	1 0 0 0 1	0 0 1 0 0	0 1 0 0 1	1 0 1 0 0	1 1 0 0 0
Test475	0.515199764	5	0 0 0 1 0	1 0 1 1 0	0 1 1 1 1	1 1 1 0 1	1 0 0 1 0	1 0 1 0 0
Test476	0.911252035	5	1 1 1 0 1	0 0 0 1 0	1 0 0 1 0	0 0 1 1 1	0 0 0 1 1	0 1 0 0 1
Test477	0.852178118	5	1 0 1 0 0	0 1 0 1 0	1 0 1 1 1	0 1 1 0 1	0 0 0 1 0	0 0 1 1 0
Test478	0.402902714	5	1 0 1 0 0	1 1 1 1 0	1 0 0 0 0	1 1 1 1 0	1 1 1 1 1	1 1 0 1 1
Test479	0.83465767	5	0 1 0 0 0	1 0 1 0 0	1 0 1 1 0	1 0 0 1 1	0 0 0 1 0	1 1 0 1 1
Test480	0.63054168	5	0 0 0 0 1	0 0 1 1 0	1 0 0 0 0	0 1 1 1 1	0 1 0 0 1	1 0 0 0 1
Test481	0.649119254	5	1 1 0 0 0	1 1 1 0 0	1 1 0 1 1	0 1 0 1 1	0 1 0 0 0	1 1 1 0 0
Test482	0.559991192	5	0 1 0 0 0	0 1 1 1 1	0 1 0 0 0	1 1 1 0 0	1 0 0 1 0	0 0 0 0 1
Test483	0.202370083	5	0 1 0 1 1	1 0 0 1 0	1 1 1 0 0	1 1 1 1 0	0 1 0 0 0	1 0 0 1 1
Test484	0.008017772	5	0 1 0 1 1	1 0 1 1 0	0 0 1 0 1	0 0 0 1 1	0 1 0 0 0	1 0 0 1 1
Test485	0.619650172	5	1 0 0 1 0	0 0 1 0 1	1 1 1 0 0	1 1 1 0 0	1 0 0 0 0	0 0 1 1 1
Test486	0.841854412	5	0 0 1 1 0	0 0 0 0 0	1 0 1 0 1	0 0 1 1 0	1 1 0 1 0	0 1 1 1 1
Test487	0.220979799	5	0 1 1 0 0	0 1 1 1 1	1 1 0 1 0	0 1 1 1 0	1 1 0 0 1	0 1 1 1 0
Test488	0.005104417	5	0 0 1 1 1	0 1 0 1 1	1 1 1 1 1	0 0 1 0 1	0 0 1 1 1	1 0 0 0 1
Test489	0.541022989	5	0 1 0 0 0	0 0 0 1 0	1 0 1 1 1	0 1 1 0 1	0 1 1 0 0	1 1 1 0 0
Test490	0.817695783	5	0 0 1 0 0	0 1 1 0 1	1 1 1 0 0	0 0 1 0 1	0 1 1 0 0	1 1 1 0 0
Test491	0.393767796	5	0 1 0 0 1	0 0 0 0 1	0 1 1 1 0	0 1 1 1 0	1 1 1 1 0	1 0 1 1 0
Test492	0.945105278	5	0 1 1 0 0	1 0 1 1 1	0 1 1 0 0	0 1 0 1 0	1 1 1 0 0	0 0 0 0 1
Test493	0.052488963	5	0 1 0 0 1	0 1 1 1 0	0 0 1 1 0	1 1 1 0 0	0 1 0 1 0	1 0 1 1 1
Test494	0.239100204	5	1 1 0 0 1	0 1 1 1 1	1 0 1 0 1	0 0 1 0 0	1 1 0 1 1	1 1 1 0 0
Test495	0.416529645	5	1 0 0 0 1	1 0 1 0 0	1 1 1 1 0	1 0 1 1 1	1 0 1 0 1	1 1 0 0 1
Test496	0.094849528	5	1 1 1 0 1	0 0 0 1 1	1 0 0 0 1	0 1 0 0 1	0 0 0 1 1	0 0 1 0 1
Test497	0.812093618	5	1 1 1 0 1	0 1 1 0 0	1 0 0 1 1	0 0 0 0 0	1 1 0 1 0	1 1 0 0 0
Test498	0.603815276	5	1 0 0 1 1	1 1 0 0 0	1 0 0 1 0	0 0 1 1 1	1 0 0 1 1	0 1 1 0 1
Test499	0.936881111	5	0 0 0 0 0	0 1 0 0 1	1 0 0 0 1	1 0 1 0 0	0 0 1 0 1	0 1 0 0 1
Test500	0.573004095	5	0 0 0 1 0	0 1 0 1 1	0 0 1 1 0	0 0 0 0 1	1 1 0 0 0	1 0 1 1 0
Test501	0.467555611	5	1 1 0 0 0	0 0 0 1 0	1 0 0 1 1	0 0 0 0 1	1 1 0 0 1	1 0 0 0 1
Test502	0.301065222	5	0 1 0 1 0	1 1 0 1 0	1 0 0 0 0	1 1 1 1 0	1 1 1 1 1	0 0 0 0 1
Test503	0.713957805	5	0 1 0 1 1	1 1 0 0 1	1 1 1 0 1	0 1 0 0 0	1 1 1 0 1	1 1 0 1 0
Test504	0.258298501	5	0 1 0 0 1	0 0 1 1 1	0 0 1 0 1	1 1 0 0 1	0 0 0 1 0	1 0 0 0 0
Test505	0.134580484	5	0 0 1 1 0	0 0 1 1 0	1 0 1 0 1	0 0 1 1 1	1 0 0 1 0	0 0 0 0 0
Test506	0.44475065	5	0 0 1 1 1	1 1 0 1 1	1 0 0 0 0	1 0 1 0 1	1 1 0 0 0	0 0 0 0 1
Test507	0.649212938	5	0 1 1 1 0	1 0 1 1 0	0 1 0 1 0	1 0 0 1 1	1 0 1 1 0	1 0 1 1 1
Test508	0.404806328	5	0 1 0 0 1	0 0 0 0 1	1 1 0 0 0	0 1 1 0 1	1 0 1 0 0	0 1 0 0 1
Test509	0.176073968	5	0 1 1 0 0	0 1 0 0 1	1 1 0 0 0	1 0 0 1 0	1 1 1 0 0	1 0 0 1 1
Test510	0.438327559	5	1 0 0 1 1	1 1 0 1 1	1 1 1 0 0	1 0 0 1 1	0 1 1 0 0	0 1 0 1 1
Test511	0.27602594	5	0 1 1 0 0	0 0 1 1 0	0 1 0 1 1	0 0 0 1 1	0 1 0 1 1	0 1 0 0 1
Test512	0.372567313	5	0 1 1 0 1	0 1 1 0 1	0 1 1 0 0	0 1 1 0 0	0 0 1 1 0	0 0 1 1 0
Test513	0.175571232	5	0 1 1 1 1	0 1 1 1 1	1 1 0 1 0	1 1 0 1 1	1 0 1 1 0	1 0 1 1 1
Test514	0.669862382	5	1 0 0 1 0	1 1 1 1 0	1 1 0 0 0	0 1 1 0 0	1 1 0 1 0	0 0 0 1 0
Test515	0.757474792	5	1 0 1 1 1	0 0 0 1 1	1 1 1 0 1	1 0 1 0 1	0 0 1 1 1	1 1 0 1 1
Test516	0.358439189	5	1 1 1 0 0	1 1 1 0 1	0 1 0 1 0	1 1 1 1 1	0 0 0 1 0	1 0 1 1 0
Test517	0.289161782	5	1 1 0 0 1	1 1 0 1 0	0 0 1 1 0	1 1 1 1 0	0 0 0 0 0	1 1 0 1 1
Test518	0.061840737	5	0 1 0 0 1	0 0 0 0 0	1 0 1 1 1	0 0 0 1 1	0 1 1 1 1	1 0 0 1 0
Test519	0.657330124	5	1 1 0 1 0	1 1 0 1 1	0 0 0 1 0	0 1 1 1 0	0 0 1 0 0	0 1 0 0 1
Test520	0.930529107	5	1 0 0 0 0	0 0 1 1 1	0 0 0 0 0	1 0 0 1 0	0 1 0 0 0	0 1 1 0 1
Test521	0.070139748	5	1 0 1 1 0	1 0 1 1 1	1 1 1 0 1	1 0 1 0 1	1 0 1 0 0	1 1 1 0 1
Test522	0.732897496	5	1 1 1 0 0	0 1 1 1 0	0 1 0 0 1	0 0 0 0 0	1 0 0 1 1	0 1 0 0 0
Test523	0.320107868	5	0 0 0 0 1	1 1 0 1 0	1 1 1 0 1	0 0 0 0 0	0 0 1 1 0	0 0 0 0 0
Test524	0.817033187	5	1 0 0 0 0	1 0 1 0 1	0 0 1 1 1	1 1 0 0 0	0 1 1 1 1	1 0 1 0 1
Test525	0.744647257	5	1 1 0 0 1	0 0 1 0 0	1 0 1 1 1	0 1 0 0 1	1 0 0 0 0	1 0 0 1 1
Test526	0.563308608	5	0 1 0 1 0	1 1 1 0 0	1 0 1 0 1	1 0 0 0 1	0 1 1 1 1	1 1 1 0 1
Test527	0.556121035	5	1 0 1 1 1	0 1 0 0 1	0 1 0 0 1	0 1 0 1 0	1 0 1 0 1	0 1 0 0 0
Test528	0.929973941	5	1 1 1 1 1	1 1 0 0 1	0 0 0 1 1	1 1 0 1 0	0 0 1 1 0	1 1 0 0 1
Test529	0.355694899	5	1 0 1 1 1	0 0 1 1 0	0 1 1 1 0	1 0 1 0 0	0 1 1 1 0	0 0 1 0 1
Test530	0.909640662	5	0 1 0 1 1	1 0 1 0 0	0 0 1 0 1	1 1 1 0 0	0 0 1 0 1	0 0 0 1 1
Test531	0.484783684	5	0 1 1 0 0	1 0 1 1 0	1 1 0 1 1	1 1 1 1 1	0 1 1 0 1	1 0 0 1 1
Test532	0.935052648	5	0 0 0 1 0	1 1 1 0 0	0 0 1 1 0	1 0 0 0 0	0 1 1 0 1	0 0 1 0 1
Test533	0.627383942	5	1 0 0 1 0	1 0 1 0 1	0 1 0 0 1	1 1 1 0 1	0 0 1 0 0	1 0 1 1 1
Test534	0.042045576	5	0 0 0 0 1	1 1 1 1 0	1 1 1 1 0	0 0 0 0 0	1 1 1 1 0	1 1 1 1 1
Test535	0.122536403	5	0 0 0 1 1	1 1 0 0 0	1 1 0 1 0	0 1 1 0 1	1 1 1 0 0	1 0 0 0 0
Test536	0.762487441	5	1 0 1 1 1	0 1 0 0 1	1 0 1 1 1	1 1 0 0 1	1 0 0 1 0	0 0 0 1 0
Test537	0.780905418	5	0 0 0 0 1	0 0 0 0 0	1 0 1 0 0	0 0 0 1 1	0 0 1 0 0	1 0 0 1 0
Test538	0.034892778	5	1 0 1 0 1	0 0 1 1 1	0 1 0 0 1	1 1 0 0 0	1 1 0 1 1	1 1 0 0 0
Test539	0.885555461	5	0 0 1 1 0	0 1 1 1 1	1 0 0 0 1	0 1 0 1 1	0 1 0 1 0	1 1 0 0 1
Test540	0.798684441	5	0 0 0 0 0	0 1 0 1 1	0 0 0 0 0	0 0 1 1 0	0 1 1 0 0	0 0 0 0 1
Test541	0.658135902	5	1 1 0 0 0	0 1 0 1 0	0 0 1 0 0	0 1 0 0 0	0 0 1 1 0	1 1 0 0 0
Test542	0.920185386	5	0 0 1 0 0	1 0 0 1 1	1 0 1 0 1	0 1 1 0 1	0 0 0 0 0	0 1 1 1 1
Test543	0.671762238	5	0 1 0 1 0	0 1 1 0 0	0 0 1 0 1	0 1 0 0 0	0 1 0 0 0	0 0 0 1 1
Test544	0.077020293	5	1 0 1 1 1	1 0 1 0 1	1 0 1 1 0	1 1 1 0 0	1 1 1 1 1	1 0 1 1 1
Test545	0.397223706	5	1 0 1 0 0	0 0 1 1 0	0 0 1 0 0	0 0 1 1 0	1 1 1 1 1	0 1 1 1 1
Test546	0.232908319	5	0 0 1 1 0	1 1 1 1 0	0 1 1 0 1	0 1 0 0 0	1 0 0 0 1	0 1 1 0 0
Test547	0.68356679	5	1 0 0 0 0	0 1 1 1 0	0 0 1 1 0	1 1 0 1 1	0 0 1 0 0	0 0 1 1 1
Test548	0.58493873	5	0 1 1 1 1	1 1 1 1 0	1 1 1 1 0	0 1 0 0 1	1 1 1 0 1	1 1 0 1 1
Test549	0.805420295	5	0 1 0 1 0	1 0 1 0 0	0 1 0 0 1	1 0 0 0 1	0 0 0 0 0	0 0 1 1 0
Test550	0.417694862	5	0 0 1 1 0	0 1 1 0 1	0 1 0 0 0	1 0 1 0 0	1 0 1 1 1	0 0 0 0 0
Test551	0.690573049	5	0 0 0 1 1	1 1 0 0 1	1 0 0 1 0	0 0 0 1 1	0 1 0 0 0	0 0 0 1 1
Test552	0.93667637	5	0 1 1 1 0	0 0 1 0 1	0 0 1 0 1	1 1 0 0 1	1 1 1 1 1	0 1 0 0 0
Test553	0.499286983	5	1 0 1 1 1	1 1 1 1 0	0 1 1 0 0	1 0 0 1 0	0 1 1 0 1	1 1 0 1 0
Test554	0.210693436	5	0 1 1 0 1	1 1 0 1 0	0 0 1 0 1	0 0 0 0 0	0 0 0 0 0	1 0 0 1 0
Test555	0.037197732	5	0 1 0 1 0	1 1 0 0 0	1 0 1 1 1	1 1 0 0 0	0 0 1 1 0	1 1 0 1 1
Test556	0.723701368	5	0 1 1 1 1	1 0 0 0 0	1 0 1 1 1	1 1 0 0 1	0 1 1 1 0	1 1 1 1 1
Test557	0.055657945	5	1 1 0 1 0	1 0 1 0 1	1 0 0 0 1	1 0 0 1 0	1 1 1 0 0	1 0 0 0 0
Test558	0.174030237	5	1 1 1 0 0	0 1 0 0 0	1 1 0 0 1	0 1 0 1 0	1 1 1 0 0	1 1 0 1 1
Test559	0.170523358	5	1 0 1 1 0	0 0 0 0 0	0 0 0 0 1	0 1 0 1 0	1 0 1 0 0	0 1 0 0 1
Test560	0.858919394	5	1 1 1 1 0	0 0 0 0 0	0 1 0 0 0	0 1 0 1 0	0 1 0 1 0	1 0 1 1 0
Test561	0.810732279	5	1 0 1 1 0	1 0 1 0 0	1 1 1 0 1	1 0 0 0 0	1 0 1 0 1	1 1 0 1 0
Test562	0.532387287	5	0 0 0 1 1	0 1 1 0 0	0 1 0 1 1	0 1 1 1 0	1 0 0 1 1	1 1 0 0 1
Test563	0.578433645	5	1 1 1 1 0	1 1 0 0 0	0 0 1 1 0	0 1 0 0 0	0 0 1 1 1	0 1 1 1 1
Test564	0.983800888	5	0 1 1 0 0	0 1 0 0 0	0 1 1 1 1	1 0 0 0 0	1 1 1 1 0	0 0 1 0 1
Test565	0.325515805	5	1 1 1 1 0	0 1 0 1 1	0 0 1 0 0	1 1 0 1 1	0 1 0 1 0	0 0 0 0 0
Test566	0.163207691	5	1 1 1 1 1	0 1 1 1 1	0 0 0 1 0	0 0 1 0 0	1 0 0 1 0	0 0 1 0 0
Test567	0.77679471	5	0 0 0 0 1	1 0 1 1 0	1 0 0 0 1	0 1 0 1 1	0 0 0 0 0	0 1 1 0 1
Test568	0.433841687	5	0 1 0 1 1	1 0 1 0 1	1 1 1 0 0	0 1 1 0 0	1 1 0 0 1	1 0 1 1 1
Test569	0.217649815	5	1 1 1 0 1	1 1 0 0 1	1 0 1 1 1	0 1 0 0 0	0 0 1 1 1	1 1 1 0 0
Test570	0.513371857	5	1 0 0 1 0	1 1 0 0 1	1 0 0 1 1	1 0 1 1 1	0 0 1 0 1	0 1 0 1 0
Test571	0.73467763	5	1 1 1 1 1	0 1 0 1 0	1 1 1 0 1	1 0 0 0 1	1 0 0 0 0	0 1 0 0 1
Test572	0.366072315	5	0 1 0 0 1	0 0 1 1 1	0 0 1 0 1	0 0 1 0 1	1 1 1 1 0	1 0 0 0 0
Test573	0.349530078	5	0 1 1 0 1	0 1 1 0 1	0 0 1 1 1	1 1 0 0 0	1 0 1 0 1	0 1 0 1 0
Test574	0.035560699	5	1 1 0 1 0	0 1 0 0 0	0 1 1 1 0	0 1 0 1 1	1 1 0 1 0	0 1 1 0 1
Test575	0.807216682	5	1 0 1 1 0	1 0 1 1 1	1 0 1 0 0	1 0 0 1 1	0 0 0 1 1	0 0 1 0 1
Test576	0.701575332	5	1 1 0 0 1	0 1 0 0 1	1 0 0 0 1	1 1 1 0 0	0 1 1 0 0	1 0 0 0 1
Test577	0.086418549	5	1 0 1 1 1	0 0 1 0 1	0 1 1 1 1	0 0 0 0 1	0 0 1 0 1	1 1 0 0 1
Test578	0.293833152	5	0 0 1 0 1	0 1 0 0 1	0 1 0 1 0	1 0 0 0 1	0 0 0 0 1	1 0 1 1 0
Test579	0.458202684	5	1 1 0 1 0	0 0 0 0 1	1 0 1 1 1	1 0 0 1 1	0 1 1 1 0	1 0 0 0 1
