Name	Probability	Cycle	Input_1	Input_2	Input_3	Input_4	Input_5	Output
X393	0.133134485	5	0 0 0 0 0	0 1 0 0 1	0 1 1 1 0	0 1 0 1 1	0 1 1 0 1	0 1 0 0 1
X394	0.07228235	5	0 1 0 0 0	0 1 0 0 1	1 1 0 0 0	0 0 0 0 0	1 1 1 1 1	0 1 0 0 0
X395	0.919031186	5	0 1 0 0 1	0 1 0 1 0	0 0 1 1 1	1 1 1 0 0	1 1 0 1 1	0 1 0 1 1
X396	0.44554094	5	1 0 0 1 0	1 0 0 1 1	0 1 0 1 0	1 1 1 0 0	0 0 0 1 1	1 0 0 1 0
X397	0.610517536	5	0 0 1 1 1	0 0 1 1 1	0 0 0 0 0	0 1 1 1 1	1 0 0 1 1	0 0 1 1 1
X398	0.347099471	5	0 0 1 0 0	0 0 0 1 0	1 1 0 0 1	1 1 1 0 0	0 1 0 1 0	0 1 0 0 0
X399	0.842311575	5	1 1 1 1 1	1 0 0 0 0	0 1 1 0 1	1 0 0 1 0	1 0 0 1 0	1 0 0 1 0
X400	0.40682648	5	1 1 0 0 1	1 0 0 0 0	0 1 1 0 1	1 1 0 0 1	0 0 0 0 1	1 1 0 0 1
X401	0.798121597	5	1 0 0 0 1	1 0 0 0 0	1 0 1 0 0	0 0 1 1 0	1 0 1 1 0	1 0 1 0 0
X402	0.255636428	5	1 0 0 1 1	1 1 1 0 0	1 0 0 1 0	1 0 0 1 1	0 1 1 0 1	1 0 0 1 1
X403	0.182241611	5	0 1 1 1 0	0 0 1 0 0	1 0 0 0 0	1 0 1 1 1	1 0 1 0 1	1 0 1 0 0
X404	0.971143642	5	1 0 1 0 0	0 0 1 0 1	0 1 1 0 0	0 0 1 0 0	0 0 0 0 1	0 0 1 0 0
X405	0.227412746	5	1 0 0 0 1	1 1 0 0 1	1 1 0 0 0	0 0 1 1 0	0 1 1 0 1	1 1 0 0 1
X406	0.813816191	5	0 0 1 1 1	0 0 0 0 1	1 1 0 1 0	0 0 0 0 1	1 0 1 0 1	0 0 0 0 1
X407	0.050674326	5	1 0 1 1 0	1 0 1 1 0	1 0 1 1 1	0 0 1 1 1	1 0 1 0 1	1 0 1 1 1
X408	0.904577518	5	0 0 1 1 0	1 1 1 1 1	0 0 0 0 0	1 1 1 0 1	0 1 1 0 0	0 1 1 0 0
X409	0.16634454	5	1 1 1 1 0	0 1 1 1 1	1 0 0 0 0	1 0 1 1 0	0 0 0 0 0	1 0 1 1 0
X410	0.658477791	5	1 1 1 0 1	0 0 0 1 0	1 1 1 1 1	0 0 1 0 0	1 0 0 0 0	1 0 1 0 0
X411	0.820842434	5	0 1 1 1 1	1 1 1 1 0	0 0 0 0 0	1 0 0 0 1	0 1 0 1 0	0 1 0 1 0
X412	0.723876349	5	0 1 0 1 1	1 1 1 0 1	0 0 1 0 0	1 1 1 0 1	1 0 1 0 1	1 1 1 0 1
X413	0.81087867	5	0 1 1 1 0	0 1 0 1 1	1 1 0 1 0	1 0 0 0 1	0 0 0 0 0	0 1 0 1 0
X414	0.203296793	5	1 0 1 1 0	0 0 0 1 0	1 1 0 1 1	0 0 1 0 1	0 0 1 0 1	0 0 1 1 1
X415	0.610883977	5	1 0 0 0 1	1 1 0 0 0	0 1 0 0 0	1 0 1 0 1	0 0 1 1 0	1 0 0 0 0
X416	0.39530851	5	1 1 0 1 1	1 1 0 1 0	0 1 0 0 0	1 1 1 0 0	1 0 0 1 1	1 1 0 1 0
X417	0.699005211	5	0 1 1 1 0	0 1 1 0 1	0 0 0 1 0	1 0 0 1 0	1 0 0 0 0	0 0 0 1 0
X418	0.195942602	5	0 0 1 1 1	0 1 0 0 1	0 0 0 0 1	0 0 0 0 1	1 1 1 0 0	0 0 0 0 1
X419	0.857191439	5	1 1 1 1 1	0 0 1 1 1	1 1 1 1 1	1 1 1 1 1	0 0 0 0 0	1 1 1 1 1
X420	0.520814019	5	1 0 0 1 1	1 1 1 0 1	0 0 0 1 1	0 1 1 0 0	1 0 1 1 1	1 0 1 1 1
X421	0.577022855	5	1 1 0 1 1	1 0 0 1 0	0 0 1 1 0	1 0 0 0 0	0 1 0 1 0	1 0 0 1 0
X422	0.680674959	5	1 1 0 1 0	0 1 1 0 0	1 0 0 1 0	1 0 0 1 1	1 0 0 1 0	1 0 0 1 0
X423	0.656237793	5	0 0 0 1 0	0 1 1 0 1	0 1 0 1 0	1 1 1 0 0	1 1 1 1 1	0 1 1 1 0
X424	0.270632015	5	0 0 1 0 1	0 0 0 1 0	1 1 1 1 1	0 1 0 0 1	1 1 0 0 1	0 1 0 0 1
X425	0.845565653	5	0 0 0 0 1	1 1 0 0 1	0 1 0 0 0	0 0 0 0 0	1 1 1 1 1	0 1 0 0 1
X426	0.150468653	5	1 1 1 0 0	0 1 1 0 1	0 0 0 1 0	1 0 1 1 0	1 0 1 1 1	1 0 1 1 0
X427	0.535248151	5	0 0 0 0 0	1 1 1 1 1	1 0 0 1 0	0 0 0 0 0	0 0 1 1 0	0 0 0 1 0
X428	0.195579882	5	0 1 0 1 1	1 1 0 0 1	1 0 0 0 1	0 0 0 0 0	1 0 0 1 0	1 0 0 0 1
X429	0.432341284	5	1 1 1 0 1	0 0 0 0 0	0 1 1 1 1	0 1 1 1 0	1 1 1 0 1	0 1 1 0 1
X430	0.219529393	5	0 0 0 0 1	1 0 0 1 1	0 0 0 1 1	1 1 0 1 1	1 1 1 0 0	1 0 0 1 1
X431	0.839014817	5	0 1 1 0 1	0 1 1 0 1	1 1 1 0 0	1 1 0 0 1	0 0 1 0 0	0 1 1 0 1
X432	0.953907047	5	0 1 1 0 1	0 0 1 1 0	1 0 0 0 1	0 0 0 1 1	1 0 1 0 1	0 0 1 0 1
X433	0.634809474	5	0 1 0 0 1	1 0 1 0 1	1 0 0 1 1	1 1 0 0 1	0 0 1 0 1	1 0 0 0 1
X434	0.252822917	5	1 1 1 0 0	0 1 1 1 0	1 1 0 0 1	0 0 1 0 0	0 0 1 0 1	0 1 1 0 0
X435	0.444086506	5	1 1 0 1 0	1 0 1 1 1	0 1 1 0 0	1 1 0 0 1	0 0 1 1 1	1 1 1 1 1
X436	0.025268027	5	1 1 1 0 1	1 1 0 1 0	0 1 1 0 0	1 1 1 0 0	0 0 0 0 1	1 1 1 0 0
X437	0.000202537	5	0 0 0 0 0	1 1 1 0 1	0 0 0 0 0	0 0 0 1 1	1 1 0 0 1	0 0 0 0 1
X438	0.181092895	5	0 1 0 0 1	1 1 1 1 1	0 1 1 1 1	1 0 0 1 0	1 0 0 1 0	1 1 0 1 1
X439	0.673186104	5	0 1 1 1 1	1 1 1 0 0	0 1 1 1 1	1 0 0 0 1	0 0 0 0 0	0 1 1 0 1
X440	0.687408572	5	1 0 1 0 1	0 1 0 1 1	1 0 1 1 0	1 1 1 0 1	0 1 0 1 1	1 1 1 1 1
X441	0.359626358	5	1 0 0 1 1	0 0 0 0 0	0 1 0 0 1	1 0 0 0 1	0 0 0 0 0	0 0 0 0 1
X442	0.747524731	5	0 0 1 0 1	1 0 1 0 1	1 1 1 1 0	0 0 1 0 1	1 0 1 0 1	1 0 1 0 1
X443	0.657483205	5	1 1 1 0 0	1 0 1 0 1	1 1 1 0 0	1 1 0 1 1	1 1 0 1 1	1 1 1 0 1
X444	0.770199232	5	1 1 0 1 1	0 0 0 0 0	0 0 1 0 0	1 1 0 0 1	1 1 1 0 1	1 1 0 0 1
X445	0.441016584	5	1 1 0 0 1	1 0 0 1 0	1 1 0 1 1	1 1 0 1 0	0 0 0 1 0	1 1 0 1 0
X446	0.837082131	5	0 1 1 1 0	1 1 0 0 1	0 1 0 1 1	1 0 0 0 1	0 0 1 0 1	0 1 0 0 1
X447	0.467003499	5	1 0 0 0 0	1 0 0 0 0	1 1 0 0 1	0 0 1 0 1	0 0 1 0 1	1 0 0 0 1
X448	0.445329779	5	1 0 1 0 0	0 0 1 1 1	1 1 1 1 0	1 0 1 1 1	1 1 0 0 0	1 0 1 1 0
X449	0.236709384	5	0 0 1 0 1	0 0 0 1 1	0 0 1 1 1	0 1 0 1 1	1 1 1 0 1	0 0 1 1 1
X450	0.03611096	5	0 1 0 0 1	0 1 1 0 0	1 0 0 1 0	1 0 0 0 1	1 1 0 1 1	1 1 0 0 1
X451	0.046962412	5	1 1 1 0 1	0 1 0 1 1	0 1 1 0 0	1 0 0 1 1	0 1 1 0 0	0 1 1 0 1
X452	0.125140342	5	1 1 1 1 1	0 1 0 0 0	1 1 1 1 1	1 0 0 1 1	1 0 1 1 1	1 1 1 1 1
X453	0.47414049	5	1 0 0 1 0	1 1 1 1 0	1 0 0 0 0	1 0 1 1 1	0 0 0 1 1	1 0 0 1 0
X454	0.264208262	5	1 1 0 0 0	0 0 1 0 0	0 1 0 0 0	1 0 1 0 1	0 1 1 1 0	0 1 1 0 0
X455	0.095656014	5	0 1 1 0 0	0 0 0 1 0	1 0 1 1 0	0 1 1 0 1	1 0 0 0 0	0 0 1 0 0
X456	0.511592587	5	0 1 1 0 1	1 0 1 1 1	0 0 0 1 1	1 0 0 1 1	0 0 0 1 1	0 0 0 1 1
X457	0.070911144	5	0 0 1 1 1	0 0 1 1 0	0 0 1 0 1	1 0 0 1 0	1 1 1 1 0	0 0 1 1 0
X458	0.729940686	5	1 1 1 0 1	0 1 0 0 1	1 1 1 0 1	0 1 1 1 0	1 0 0 1 1	1 1 1 0 1
X459	0.28093941	5	1 0 1 1 0	1 1 1 1 0	0 1 0 0 1	1 0 1 1 1	1 0 1 0 0	1 0 1 1 0
X460	0.726978888	5	1 0 1 1 1	0 1 1 0 1	1 0 1 1 0	1 1 1 1 1	0 1 1 1 1	1 1 1 1 1
X461	0.518050465	5	1 0 0 1 0	0 1 1 0 0	1 0 0 0 0	0 1 1 0 1	0 0 0 1 0	0 0 0 0 0
X462	0.089681976	5	1 0 0 1 1	1 0 0 0 1	1 0 0 1 0	1 1 0 0 1	0 1 1 1 1	1 0 0 1 1
X463	0.87501512	5	0 0 0 1 0	0 1 0 0 0	0 1 0 1 1	1 0 0 0 1	0 1 0 0 0	0 1 0 0 0
X464	0.139816581	5	0 1 0 0 0	1 0 1 1 0	0 1 0 0 0	0 1 0 1 0	1 1 1 1 0	0 1 0 1 0
X465	0.210176567	5	1 0 0 0 0	0 1 1 1 1	0 1 0 0 0	0 1 0 1 1	0 1 0 1 0	0 1 0 1 0
X466	0.461762287	5	1 0 1 0 0	1 1 0 1 0	0 1 0 1 0	1 0 0 0 1	1 0 0 1 1	1 0 0 1 0
X467	0.93012732	5	0 0 0 1 1	1 0 1 0 0	0 0 0 0 0	0 0 1 0 1	1 1 0 0 0	0 0 0 0 0
X468	0.474028915	5	1 1 1 1 1	1 1 0 1 1	1 0 0 0 0	0 0 1 0 1	1 1 0 0 1	1 1 0 0 1
X469	0.834989122	5	1 1 0 0 0	0 1 0 0 0	1 1 1 0 1	0 0 0 1 0	0 1 0 0 0	0 1 0 0 0
X470	0.000595972	5	1 1 0 0 1	0 0 1 0 0	1 0 0 0 0	1 0 1 0 0	1 0 1 0 0	1 0 1 0 0
X471	0.296833142	5	0 0 1 1 0	1 0 0 1 0	0 0 0 0 1	1 1 1 0 1	0 0 1 1 0	0 0 1 1 0
X472	0.009492934	5	0 0 1 1 0	0 1 1 1 0	1 1 1 0 1	1 0 1 1 1	0 1 0 0 0	0 1 1 1 0
X473	0.380055152	5	0 1 0 0 1	0 1 0 1 0	0 0 1 1 1	0 0 1 0 1	0 1 0 1 0	0 1 0 1 1
X474	0.262910325	5	0 0 0 0 1	0 0 1 1 1	1 1 0 1 1	0 0 1 0 1	0 0 1 0 1	0 0 1 0 1
X475	0.463564869	5	1 0 0 1 1	1 1 1 1 0	1 0 0 1 0	1 0 1 0 1	0 0 0 1 1	1 0 0 1 1
X476	0.763828437	5	1 0 1 1 1	0 1 0 0 0	0 1 1 0 0	1 0 0 1 1	1 1 1 1 0	1 1 1 1 0
X477	0.166016776	5	1 0 0 1 0	0 1 1 0 1	0 0 1 0 0	1 1 0 0 1	1 1 0 0 0	1 1 0 0 0
X478	0.030335255	5	0 1 0 0 0	0 0 0 0 0	1 0 1 1 0	0 0 0 0 0	0 0 1 0 1	0 0 0 0 0
X479	0.795379757	5	0 0 1 1 0	1 1 0 0 1	1 0 0 0 1	1 1 1 1 0	0 1 0 0 0	1 1 0 0 0
X480	0.507104123	5	0 1 1 0 1	1 1 0 0 0	1 0 0 1 1	0 1 1 0 0	1 1 1 1 0	1 1 1 0 0
X481	0.948934102	5	1 0 0 1 1	0 1 0 1 0	0 0 1 0 0	1 0 1 1 0	0 0 0 1 0	0 0 0 1 0
X482	0.785586745	5	0 0 1 0 1	1 0 1 1 1	0 1 0 0 0	1 0 1 0 1	1 0 1 1 1	1 0 1 0 1
X483	0.123686571	5	0 1 1 0 1	0 1 1 1 0	1 0 1 0 1	0 1 0 0 0	0 1 1 0 1	0 1 1 0 1
X484	0.292753779	5	1 0 0 0 0	0 0 1 0 0	1 0 0 1 0	0 0 0 1 0	1 0 1 1 1	1 0 0 1 0
X485	0.147039462	5	0 0 1 1 0	1 1 1 0 0	1 0 0 0 1	0 0 1 0 0	0 1 1 1 0	0 0 1 0 0
X486	0.198629861	5	1 1 0 0 0	0 1 0 0 0	1 0 1 0 1	1 1 0 1 0	0 1 1 0 1	1 1 0 0 0
X487	0.465484931	5	1 0 1 0 0	1 1 0 1 0	1 1 0 1 0	0 1 1 1 1	1 1 0 0 0	1 1 0 1 0
X488	0.000630591	5	0 0 1 0 1	0 0 0 1 1	1 0 1 1 1	0 1 1 0 1	0 0 1 0 0	0 0 1 0 1
X489	0.521356295	5	0 0 0 1 1	1 1 1 0 0	1 1 1 1 0	1 1 0 1 0	1 1 1 0 0	1 1 1 1 0
X490	0.441449989	5	1 0 0 0 1	0 0 0 0 0	0 1 1 0 0	0 1 0 1 1	0 0 0 1 1	0 0 0 0 1
X491	0.366195099	5	1 1 0 0 0	1 1 0 1 1	0 0 0 0 1	1 1 0 1 1	0 0 1 0 0	1 1 0 0 1
X492	0.370534404	5	1 0 1 1 0	1 1 1 0 1	1 0 1 0 1	0 0 1 1 0	1 1 1 1 0	1 0 1 1 0
X493	0.337780947	5	0 0 1 0 0	1 0 0 0 0	1 0 1 0 0	1 1 0 1 1	0 1 0 1 1	1 0 0 0 0
X494	0.828778914	5	1 0 1 1 1	0 1 1 1 1	1 1 0 0 0	0 0 1 1 1	1 0 1 1 1	1 0 1 1 1
X495	0.587424855	5	0 1 0 0 1	0 1 0 1 1	1 0 0 0 0	1 1 0 0 0	1 0 1 1 1	1 1 0 0 1
X496	0.29362797	5	1 0 1 0 0	0 1 0 0 0	1 1 1 1 1	1 0 1 1 0	0 0 1 1 1	1 0 1 1 0
X497	0.928454201	5	0 1 1 0 0	1 0 1 1 1	0 0 0 0 1	0 1 1 0 0	0 0 0 1 0	0 0 1 0 0
X498	0.420038801	5	1 1 0 0 0	1 1 1 0 0	1 1 1 1 1	0 0 1 1 0	1 1 1 1 0	1 1 1 1 0
X499	0.771273631	5	1 1 1 1 1	1 0 1 1 1	1 1 0 0 1	1 0 1 1 1	1 0 1 0 0	1 0 1 1 1
X500	0.8097714	5	1 0 0 1 1	1 0 1 1 0	0 1 1 0 0	0 1 0 1 0	0 0 1 1 0	0 0 1 1 0
X501	0.834219374	5	0 1 1 1 0	0 0 1 0 1	0 0 0 0 1	0 0 1 0 0	1 0 1 1 1	0 0 1 0 1
X502	0.439799602	5	1 1 1 0 0	0 0 0 0 1	1 1 0 0 1	0 0 1 0 1	0 0 1 1 0	0 0 1 0 1
X503	0.570282122	5	1 1 1 0 1	1 1 0 0 1	1 0 1 0 0	0 0 0 0 1	1 0 1 1 1	1 0 1 0 1
X504	0.626747566	5	1 0 0 1 0	1 0 1 0 0	0 1 1 0 1	1 1 0 0 0	1 1 0 0 0	1 1 0 0 0
X505	0.670687835	5	1 1 0 1 1	1 1 1 0 0	1 1 0 1 0	1 1 0 1 1	0 1 0 1 0	1 1 0 1 0
X506	0.225913105	5	0 1 0 0 1	0 1 0 1 0	1 0 0 0 0	0 0 0 0 1	0 0 1 0 0	0 0 0 0 0
X507	0.15898586	5	1 0 0 1 1	1 1 0 1 0	1 1 1 0 0	0 0 0 1 0	0 0 0 1 1	1 0 0 1 0
X508	0.493783959	5	1 1 1 1 0	0 1 0 0 1	1 0 0 0 0	1 0 0 1 0	0 1 0 1 1	1 1 0 1 0
X509	0.377462849	5	1 1 1 0 1	0 0 0 1 1	0 0 0 1 0	1 1 1 0 1	1 0 0 0 1	1 0 0 0 1
X510	0.092851389	5	0 1 1 0 0	0 0 1 0 0	0 0 0 0 0	1 0 1 1 0	1 0 0 0 0	0 0 1 0 0
X511	0.125961783	5	1 1 1 0 0	0 1 1 0 0	1 0 1 1 1	0 0 0 1 1	1 0 1 1 0	1 0 1 1 0
X512	0.080781504	5	1 0 0 0 1	1 1 1 0 0	0 1 1 1 1	0 0 1 0 0	0 0 1 1 0	0 0 1 0 0
X513	0.538214288	5	1 0 1 0 0	1 1 0 1 0	0 1 0 1 1	0 1 1 1 1	1 1 1 0 0	1 1 1 1 0
X514	0.258879973	5	0 0 1 1 1	1 0 1 1 1	1 1 1 1 1	1 1 0 1 0	1 1 0 0 0	1 1 1 1 1
X515	0.525768319	5	0 0 1 0 1	0 1 0 1 0	0 1 0 0 1	0 0 1 0 0	0 1 0 1 1	0 1 0 0 1
X516	0.93943373	5	1 0 0 0 1	0 0 0 1 0	0 0 0 0 0	0 0 1 1 1	0 0 0 0 0	0 0 0 0 0
X517	0.341786733	5	1 1 0 0 0	0 1 0 1 0	0 1 0 1 1	0 0 1 0 1	0 0 0 0 0	0 1 0 0 0
X518	0.786506371	5	1 0 0 0 1	1 0 1 0 1	0 0 1 0 0	1 0 1 1 1	0 0 0 0 0	1 0 1 0 1
X519	0.990304605	5	1 1 0 0 1	1 0 0 1 0	1 1 0 0 0	0 1 1 1 1	0 0 1 1 1	1 1 0 1 1
X520	0.190558007	5	1 0 0 0 0	1 1 0 1 0	0 1 1 1 0	1 1 1 1 1	0 1 1 0 0	1 1 1 1 0
X521	0.011348691	5	1 0 1 0 1	0 0 0 0 1	1 0 0 0 1	1 0 0 1 1	0 0 1 1 1	1 0 0 0 1
X522	0.82441987	5	0 1 0 1 0	0 1 1 0 1	1 1 1 1 1	1 1 1 0 1	0 0 0 0 0	0 1 1 0 1
X523	0.378072107	5	0 1 1 0 1	0 1 0 0 1	1 0 1 0 0	0 1 1 0 0	1 1 1 1 1	0 1 1 0 1
X524	0.80428081	5	1 1 0 0 0	0 0 0 0 1	1 1 1 1 1	0 0 1 0 1	0 0 0 0 1	0 0 0 0 1
X525	0.522981096	5	0 0 0 0 1	1 0 0 0 0	1 1 0 0 0	0 1 1 1 0	0 1 1 0 1	0 1 0 0 0
X526	0.409523742	5	1 1 0 0 0	1 0 0 0 0	1 0 1 1 1	0 0 1 1 1	1 1 0 0 0	1 0 0 0 0
X527	0.282906923	5	0 0 0 1 1	0 1 1 0 0	0 0 1 1 0	1 1 0 1 0	1 1 0 1 0	0 1 0 1 0
X528	0.174224044	5	1 0 0 0 0	1 1 1 0 1	0 0 0 0 1	0 0 1 0 0	1 0 0 1 0	1 0 0 0 0
X529	0.963203167	5	0 0 1 1 1	1 1 0 0 0	0 1 1 1 0	1 1 1 1 1	1 1 1 1 0	1 1 1 1 0
X530	0.445478828	5	0 0 0 0 0	1 1 1 0 0	1 1 1 0 0	0 0 0 1 1	0 1 1 1 0	0 1 1 0 0
X531	0.636444279	5	1 0 1 1 1	0 1 0 0 1	1 0 0 0 1	1 0 1 0 0	0 1 0 0 1	1 0 0 0 1
X532	0.995006123	5	1 0 1 1 0	0 1 0 0 1	1 0 1 1 1	1 0 1 1 0	0 1 0 0 0	1 0 1 1 0
X533	0.379966289	5	0 0 1 1 0	0 1 0 1 1	0 1 0 1 1	0 0 1 1 1	1 1 1 0 1	0 1 1 1 1
X534	0.938543251	5	0 0 1 0 1	1 1 1 0 0	0 0 1 1 1	1 0 1 1 1	0 0 1 0 1	0 0 1 0 1
X535	0.096857209	5	0 0 1 1 1	0 1 0 0 1	0 1 1 0 1	1 0 1 1 0	0 0 0 0 0	0 0 1 0 1
X536	0.441228723	5	0 1 1 0 0	1 1 1 0 0	0 0 1 0 0	0 0 0 1 1	0 1 0 1 0	0 1 1 0 0
X537	0.867239407	5	1 1 0 0 1	0 1 1 0 1	1 1 0 0 0	1 0 1 0 0	0 0 1 1 1	1 1 1 0 1
X538	0.300267777	5	0 0 0 0 1	0 1 0 0 0	1 1 1 0 0	0 1 0 1 0	0 0 0 1 0	0 1 0 0 0
X539	0.156382986	5	1 0 1 0 1	0 0 0 0 0	1 1 1 1 1	0 0 0 0 0	1 1 0 0 1	1 0 0 0 1
X540	0.629264448	5	1 0 0 0 1	1 1 0 0 0	0 1 1 0 1	0 1 1 0 0	1 1 1 0 1	1 1 1 0 1
X541	0.555328439	5	0 1 1 0 0	0 1 0 1 1	0 0 1 1 0	0 1 1 1 0	1 1 0 0 0	0 1 1 1 0
X542	0.999237507	5	0 0 1 1 1	1 1 0 1 0	1 0 1 1 1	1 1 1 1 1	1 0 0 0 1	1 0 1 1 1
X543	0.869753726	5	0 1 1 1 1	0 0 0 0 0	1 1 0 1 0	0 1 1 0 1	0 1 1 1 0	0 1 1 1 0
X544	0.496364059	5	1 0 0 1 1	1 0 0 0 1	1 1 0 0 1	1 0 0 1 1	0 0 0 0 0	1 0 0 0 1
X545	0.686637196	5	1 1 1 1 0	0 0 0 0 0	1 1 0 0 0	1 0 0 1 0	0 1 1 1 1	1 1 0 1 0
X546	0.349130623	5	0 0 1 1 1	1 1 0 1 0	0 0 0 1 0	0 0 0 1 0	1 0 1 1 1	0 0 0 1 0
X547	0.50618005	5	0 0 0 1 1	1 1 0 0 0	0 1 0 1 1	0 1 0 1 1	1 1 0 0 0	0 1 0 1 1
X548	0.370434402	5	0 1 0 0 1	1 1 0 0 1	1 0 0 0 0	1 1 1 0 0	0 0 0 1 0	1 1 0 0 0
X549	0.755258506	5	1 0 0 1 1	0 0 0 0 1	0 0 0 1 1	0 1 1 1 1	1 1 0 1 0	0 0 0 1 1
X550	0.365077406	5	1 0 0 0 0	1 1 1 0 1	0 1 1 1 0	1 1 0 0 1	0 0 1 0 1	1 1 1 0 1
X551	0.151490415	5	0 0 1 0 1	1 0 1 1 0	1 0 1 1 0	0 0 0 1 0	1 0 0 1 0	1 0 1 1 0
X552	0.168646268	5	1 1 1 1 0	1 0 1 1 0	0 0 1 1 1	0 1 1 1 1	0 1 1 1 0	0 1 1 1 0
X553	0.405909143	5	0 0 0 1 0	1 1 1 1 1	1 1 0 1 1	1 0 0 1 1	0 1 0 1 0	1 1 0 1 1
X554	0.8444575	5	1 0 0 1 0	1 1 1 1 1	0 1 0 0 0	0 0 1 1 1	1 0 1 0 0	1 0 1 1 0
X555	0.682632895	5	1 1 0 0 0	1 0 0 1 1	0 1 0 1 1	0 1 0 1 0	0 1 1 0 0	0 1 0 1 0
X556	0.209133824	5	0 0 1 0 1	1 1 0 0 1	1 1 1 0 1	1 1 1 1 0	1 0 0 0 1	1 1 1 0 1
X557	0.513831786	5	1 1 1 0 1	1 0 0 1 0	0 1 1 1 1	1 0 0 0 1	0 1 0 1 1	1 1 0 1 1
X558	0.90789349	5	1 0 0 0 1	1 0 1 1 1	1 1 0 1 0	1 0 0 0 1	1 0 0 0 1	1 0 0 0 1
X559	0.306292504	5	1 0 0 1 1	1 1 1 1 0	1 0 0 0 1	1 1 0 1 1	0 1 1 0 1	1 1 0 1 1
X560	0.927796058	5	1 1 1 0 0	1 0 1 0 1	0 1 1 1 0	1 0 0 1 1	0 0 1 1 0	1 0 1 1 0
X561	0.185919631	5	0 0 0 0 0	1 0 0 1 1	0 1 1 0 1	0 0 1 1 0	1 0 1 1 0	0 0 1 1 0
X562	0.580275747	5	0 0 0 0 1	0 1 0 1 0	1 0 0 1 0	0 1 0 1 1	1 1 0 0 0	0 1 0 1 0
X563	0.96453661	5	0 1 1 0 0	1 0 1 0 1	1 0 0 0 1	1 0 1 0 1	1 1 1 0 1	1 0 1 0 1
X564	0.997133218	5	0 0 0 0 1	0 0 0 1 0	0 0 1 1 0	0 0 0 1 1	0 0 0 1 1	0 0 0 1 1
X565	0.61837061	5	1 1 0 1 1	1 1 1 0 1	1 1 1 1 1	1 0 0 0 1	1 0 0 0 0	1 1 0 0 1
X566	0.732741671	5	0 0 1 1 0	0 1 1 1 0	0 0 1 0 1	0 1 1 1 1	0 1 1 0 1	0 1 1 1 1
X567	0.085296587	5	0 0 0 0 1	0 0 0 0 1	0 0 0 0 0	0 1 1 0 1	0 1 1 1 0	0 0 0 0 1
X568	0.178131468	5	1 0 1 0 0	0 0 1 0 0	0 0 0 1 1	1 1 1 1 1	0 1 1 0 0	0 0 1 0 0
X569	0.056935009	5	0 1 0 1 0	0 0 1 0 0	1 0 1 1 1	0 1 1 0 0	0 1 0 1 1	0 1 1 1 0
X570	0.662659382	5	1 1 0 0 1	0 1 0 0 1	1 0 0 0 1	1 1 1 0 1	0 1 1 0 0	1 1 0 0 1
X571	0.847045391	5	0 1 0 0 1	0 1 0 0 0	0 1 0 0 1	0 0 0 0 0	1 1 0 1 0	0 1 0 0 0
X572	0.352403321	5	0 0 1 0 0	1 0 1 1 0	0 1 1 0 0	0 1 0 0 1	0 1 0 0 1	0 1 1 0 0
X573	0.972947097	5	1 1 0 0 1	0 1 1 0 1	1 0 0 1 1	1 0 1 0 1	1 0 1 1 0	1 0 1 0 1
X574	0.649264827	5	1 0 0 0 0	1 1 0 0 0	1 0 1 0 1	1 0 1 0 0	0 0 1 1 0	1 0 1 0 0
X575	0.993883304	5	0 0 1 0 1	0 0 1 0 1	0 0 0 1 0	0 1 1 1 1	1 0 1 1 1	0 0 1 1 1
X576	0.51213558	5	0 0 0 0 0	0 1 1 1 0	0 1 1 0 0	1 0 1 0 1	0 0 0 0 0	0 0 1 0 0
X577	0.955887883	5	0 0 0 1 0	1 0 1 1 1	1 0 1 0 0	1 0 1 0 0	0 1 1 0 1	1 0 1 0 0
X578	0.326455887	5	0 0 1 0 0	1 0 1 1 0	1 0 1 0 1	1 0 1 1 0	0 0 0 0 1	1 0 1 0 0
X579	0.958785015	5	1 1 0 1 1	1 0 1 0 0	1 1 0 0 0	1 0 0 1 1	0 0 1 1 0	1 0 0 1 0
X580	0.671791515	5	1 0 0 0 0	0 0 1 0 0	1 1 1 0 0	1 0 0 0 1	1 1 1 0 1	1 0 1 0 0
X581	0.302383691	5	0 1 0 0 1	0 1 1 0 0	1 1 1 1 0	0 0 0 0 1	0 0 0 1 1	0 1 0 0 1
X582	0.725962662	5	1 0 0 0 0	1 0 1 0 0	0 1 1 1 0	1 0 0 0 1	1 1 1 1 1	1 0 1 0 0
X583	0.813811554	5	1 0 0 0 1	0 1 0 1 0	1 1 1 0 1	0 0 1 0 1	1 1 0 1 0	1 1 0 0 1
X584	0.342364097	5	0 0 0 0 0	1 1 1 1 0	0 0 0 0 1	1 0 0 0 0	0 0 0 1 0	0 0 0 0 0
X585	0.272256066	5	1 1 0 1 0	1 0 0 0 1	0 0 1 0 1	0 0 1 1 1	1 0 0 0 0	1 0 0 0 1
X586	0.664298726	5	1 1 0 0 0	0 1 0 1 1	1 0 0 0 1	0 1 0 0 1	1 0 1 0 0	1 1 0 0 1
X587	0.47712937	5	1 1 1 1 1	0 1 1 1 1	0 0 0 1 0	0 0 1 0 1	1 0 0 1 1	0 0 1 1 1
X588	0.875285237	5	1 1 1 1 1	1 0 1 0 0	0 1 0 1 1	1 1 0 0 1	1 1 0 0 1	1 1 0 0 1
